v_inf,re,im
1.0,-13.553801565019448,-51.94886372834033
1.0,-13.645451874062417,-51.93759703750179
1.0,-13.514104027594554,-51.92061139698312
1.0,-13.802700836568002,-51.906698656071754
1.0,-14.162015700955497,-51.88682915308258
1.0,-13.667079053396987,-51.86796911264387
1.0,-13.694676880341207,-51.85523290184982
1.0,-13.613882082528361,-51.82705217870479
1.0,-13.81274479017201,-51.8120706479893
1.0,-7.704522867915659,-51.734257612633655
1.0,-10.390897776624628,-51.63354170423165
1.0,-12.794843489516253,-51.58404077635932
1.0,-13.670200486163122,-51.374319701704934
1.0,-13.70268214395815,-51.10010791200321
1.0,-13.905542167729916,-50.90235011312889
1.0,-13.658537878963617,-50.840162276072924
1.0,-14.055648388258227,-50.73449189701443
1.0,-13.798690650688107,-50.678722160324035
1.0,-13.804931028040047,-50.58603598764203
1.0,-4.36673551890251,-50.55672333797656
1.0,-7.5118509031265654,-50.54537848760703
1.0,-11.414567178565168,-50.51908714265683
1.0,-13.146291387960963,-50.488372948423866
1.0,-880.0639620314336,-50.485171538696854
1.0,-1041.764852094425,-49.91774669981385
1.0,-13.791161429759601,-49.84000959602983
1.0,-1049.7678969089418,-49.78144317026856
1.0,-13.67506838924682,-49.74835097624387
1.0,-13.890924827753608,-49.679691574974996
1.0,-13.547357290110323,-49.64226814751019
1.0,-13.629454681440965,-49.6346491599002
1.0,-13.53513375837305,-49.61338544780811
1.0,-13.649037711435406,-49.57847321216659
1.0,-13.81038839971076,-49.56297486567462
1.0,-13.611628126641397,-49.51545073683597
1.0,-13.729870353062392,-49.51473358418174
1.0,-14.09674311837938,-49.49543856798062
1.0,-13.810972632076982,-49.47066207773464
1.0,-7.660456014869391,-49.44797715660255
1.0,-10.373806732409443,-49.34836044023659
1.0,-12.78261266620294,-49.30072251205516
1.0,-13.685645868092845,-49.07891445743979
1.0,-506.6176055852723,-49.02718007395512
1.0,-13.729079813585992,-48.80707213054385
1.0,-1026.7776742497576,-48.759183151428516
1.0,-13.834163794464365,-48.58989525551054
1.0,-13.687145411767832,-48.509055635188226
1.0,-14.143450444845756,-48.49028516415177
1.0,-13.78854324203963,-48.45893941157176
1.0,-13.85369013672117,-48.31499689422492
1.0,-4.341199680755297,-48.29044074501523
1.0,-7.486432800563572,-48.266917701271176
1.0,-11.397288180749474,-48.23687433985679
1.0,-13.139757151558562,-48.207403612795325
1.0,-13.820470650650307,-47.507333870537
1.0,-13.678625772196481,-47.41754462047274
1.0,-13.947942321041864,-47.38833080462551
1.0,-13.548013388210345,-47.34236481440593
1.0,-13.636537893910077,-47.33456626266258
1.0,-13.559722412142232,-47.322715629966645
1.0,-13.63311675502654,-47.25030273902007
1.0,-13.807132913609177,-47.21329931880001
